cnr,courtName,stateName,caseType,case_type_name,filing_date,decision_date,duration_days,duration_days_capped,duration_days_log,tier,filing_month,filing_day,filing_dayofweek,is_old_case,is_very_old_case
MLHC010002102020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-02-25,2021-03-02,371,371.0,5.918893854273146,hc,2,25,1,1,0
MLHC010003912020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2023-11-22,1255,1255.0,7.135687347028144,hc,6,15,0,1,0
MLHC010003922020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2023-11-22,1255,1255.0,7.135687347028144,hc,6,15,0,1,0
MLHC010009792020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-07,2022-10-28,690,690.0,6.53813982376767,hc,12,7,0,1,0
MLHC010003932020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2023-11-22,1255,1255.0,7.135687347028144,hc,6,15,0,1,0
MLHC010002132020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-02-26,2020-03-12,15,15.0,2.772588722239781,hc,2,26,2,1,0
MLHC010002122020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-02-26,2023-02-02,1072,1072.0,6.9782137426306985,hc,2,26,2,1,0
MLHC010009922020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-08,2021-04-06,119,119.0,4.787491742782046,hc,12,8,1,1,0
MLHC010005972020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-08-25,2020-11-03,70,70.0,4.2626798770413155,hc,8,25,1,1,0
MLHC010002032020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-02-24,2022-05-30,826,826.0,6.717804695023691,hc,2,24,0,1,0
MLHC010005962020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-08-21,2021-04-01,223,223.0,5.4116460518550396,hc,8,21,4,1,0
MLHC010007542020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-16,2020-10-19,3,3.0,1.3862943611198906,hc,10,16,4,1,0
MLHC010007552020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-19,2024-04-05,1264,1264.0,7.142827401161621,hc,10,19,0,1,0
MLHC010007552020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-19,2024-04-05,1264,1264.0,7.142827401161621,hc,10,19,0,1,0
MLHC010007562020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-19,2024-04-05,1264,1264.0,7.142827401161621,hc,10,19,0,1,0
MLHC010007562020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-19,2024-04-05,1264,1264.0,7.142827401161621,hc,10,19,0,1,0
MLHC010009662020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-04,2022-10-28,693,693.0,6.542471960506805,hc,12,4,4,1,0
MLHC010001952020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-02-24,2021-03-25,395,395.0,5.981414211254481,hc,2,24,0,1,0
MLHC010003792020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010003812020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010003832020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010003782020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010003772020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-12,2020-10-05,115,115.0,4.7535901911063645,hc,6,12,4,1,0
MLHC010003822020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010003802020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010003842020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-15,2020-10-05,112,112.0,4.727387818712341,hc,6,15,0,1,0
MLHC010001992020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-02-24,2022-05-31,827,827.0,6.71901315438526,hc,2,24,0,1,0
MLHC010007652020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-21,2022-05-17,573,573.0,6.352629396319567,hc,10,21,2,1,0
MLHC010007692020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-27,2020-10-29,2,2.0,1.0986122886681096,hc,10,27,1,1,0
MLHC010005992020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-08-25,2020-11-03,70,70.0,4.2626798770413155,hc,8,25,1,1,0
MLHC010007632020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-21,2024-03-21,1247,1247.0,7.129297548929373,hc,10,21,2,1,0
MLHC010007632020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-21,2024-03-21,1247,1247.0,7.129297548929373,hc,10,21,2,1,0
MLHC010009822020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-07,2022-05-09,518,518.0,6.251903883165888,hc,12,7,0,1,0
MLHC010009762020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-04,2022-10-21,686,686.0,6.532334292222349,hc,12,4,4,1,0
MLHC010009782020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-07,2022-10-28,690,690.0,6.53813982376767,hc,12,7,0,1,0
MLHC010006092020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-08-26,2020-10-06,41,41.0,3.7376696182833684,hc,8,26,2,1,0
MLHC010006012020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-08-25,2022-06-17,661,661.0,6.495265555937008,hc,8,25,1,1,0
MLHC010006002020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-08-25,2022-11-15,812,812.0,6.70073110954781,hc,8,25,1,1,0
MLHC010007842020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-28,2023-08-01,1007,1007.0,6.915723448631314,hc,10,28,2,1,0
MLHC010004112020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-23,2020-11-11,141,141.0,4.955827057601261,hc,6,23,1,1,0
MLHC010004102020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-22,2020-07-23,31,31.0,3.4657359027997265,hc,6,22,0,1,0
MLHC010004092020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-06-22,2020-07-23,31,31.0,3.4657359027997265,hc,6,22,0,1,0
MLHC010009962020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-09,2020-12-10,1,1.0,0.6931471805599453,hc,12,9,2,1,0
MLHC010009952020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-09,2020-12-10,1,1.0,0.6931471805599453,hc,12,9,2,1,0
MLHC010007932020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-10-29,2020-12-16,48,48.0,3.8918202981106265,hc,10,29,3,1,0
MLHC010010022020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-09,2020-12-15,6,6.0,1.9459101490553132,hc,12,9,2,1,0
MLHC010010032020,High Court of Meghalaya,Meghalaya,WP_C,Writ Petition (Civil),2020-12-09,2021-04-15,127,127.0,4.852030263919617,hc,12,9,2,1,0
BRRO010021072020,D.J. DIVISION SASARAM,Bihar,BA,Bail Application,2020-05-30,2020-06-06,7,7.0,2.0794415416798357,district,5,30,5,1,0
BRRO010021152020,D.J. DIVISION SASARAM,Bihar,BA,Bail Application,2020-06-01,2020-06-03,2,2.0,1.0986122886681096,district,6,1,0,1,0
BRAR010048352020,DJ DIVISION,Bihar,BA,Bail Application,2020-12-05,2021-01-05,31,31.0,3.4657359027997265,district,12,5,5,1,0
BRAR010048342020,DJ DIVISION,Bihar,BA,Bail Application,2020-12-05,2020-12-08,3,3.0,1.3862943611198906,district,12,5,5,1,0
BRDA010000492020,DJ Division,Bihar,BA,Bail Application,2020-01-02,2020-01-20,18,18.0,2.9444389791664403,district,1,2,3,1,0
BRDA010002322020,DJ Division,Bihar,BA,Bail Application,2020-01-07,2020-01-27,20,20.0,3.044522437723423,district,1,7,1,1,0
BRMP010006032020,D.J. Establishment,Bihar,BA,Bail Application,2020-02-14,2020-03-13,28,28.0,3.367295829986474,district,2,14,4,1,0
BRMP010006022020,D.J. Establishment,Bihar,BA,Bail Application,2020-02-14,2020-02-20,6,6.0,1.9459101490553132,district,2,14,4,1,0
BRMP010006042020,D.J. Establishment,Bihar,BA,Bail Application,2020-02-14,2020-02-22,8,8.0,2.1972245773362196,district,2,14,4,1,0
BRDA010002312020,DJ Division,Bihar,BA,Bail Application,2020-01-07,2020-01-31,24,24.0,3.2188758248682006,district,1,7,1,1,0
BRDA010002302020,DJ Division,Bihar,BA,Bail Application,2020-01-07,2020-01-08,1,1.0,0.6931471805599453,district,1,7,1,1,0
BRWC100001772020,Bagaha,Bihar,BA,Bail Application,2020-01-17,2020-02-27,41,41.0,3.7376696182833684,district,1,17,4,1,0
BRDA010004812020,DJ Division,Bihar,BA,Bail Application,2020-01-17,2020-01-18,1,1.0,0.6931471805599453,district,1,17,4,1,0
BRDA010004832020,DJ Division,Bihar,BA,Bail Application,2020-01-17,2020-01-27,10,10.0,2.3978952727983707,district,1,17,4,1,0
BRDA010007872020,DJ Division,Bihar,BA,Bail Application,2020-01-28,2020-03-21,53,53.0,3.9889840465642745,district,1,28,1,1,0
BRDA010004822020,DJ Division,Bihar,BA,Bail Application,2020-01-17,2020-03-03,46,46.0,3.8501476017100584,district,1,17,4,1,0
BRDA010007892020,DJ Division,Bihar,BA,Bail Application,2020-01-28,2020-02-17,20,20.0,3.044522437723423,district,1,28,1,1,0
BRDA010011512020,DJ Division,Bihar,BA,Bail Application,2020-02-13,2020-02-25,12,12.0,2.5649493574615367,district,2,13,3,1,0
BRDA010007882020,DJ Division,Bihar,BA,Bail Application,2020-01-28,2020-02-17,20,20.0,3.044522437723423,district,1,28,1,1,0
BRDA010011482020,DJ Division,Bihar,BA,Bail Application,2020-02-13,2020-02-27,14,14.0,2.70805020110221,district,2,13,3,1,0
BRDA010015562020,DJ Division,Bihar,BA,Bail Application,2020-02-27,2020-02-29,2,2.0,1.0986122886681096,district,2,27,3,1,0
BRDA010015582020,DJ Division,Bihar,BA,Bail Application,2020-02-27,2020-09-24,210,210.0,5.351858133476067,district,2,27,3,1,0
BRDA010011502020,DJ Division,Bihar,BA,Bail Application,2020-02-13,2020-02-27,14,14.0,2.70805020110221,district,2,13,3,1,0
BRDA010018812020,DJ Division,Bihar,BA,Bail Application,2020-03-13,2020-03-23,10,10.0,2.3978952727983707,district,3,13,4,1,0
BRDA010018792020,DJ Division,Bihar,BA,Bail Application,2020-03-13,2020-07-24,133,133.0,4.897839799950911,district,3,13,4,1,0
BRDA010018802020,DJ Division,Bihar,BA,Bail Application,2020-03-13,2020-03-23,10,10.0,2.3978952727983707,district,3,13,4,1,0
BRMP010010582020,D.J. Establishment,Bihar,BA,Bail Application,2020-03-23,2020-06-09,78,78.0,4.3694478524670215,district,3,23,0,1,0
BRMP010010592020,D.J. Establishment,Bihar,BA,Bail Application,2020-03-23,2020-06-23,92,92.0,4.532599493153256,district,3,23,0,1,0
BRMP010010602020,D.J. Establishment,Bihar,BA,Bail Application,2020-03-23,2020-06-16,85,85.0,4.454347296253507,district,3,23,0,1,0
BRMP010010612020,D.J. Establishment,Bihar,BA,Bail Application,2020-03-23,2020-04-28,36,36.0,3.6109179126442243,district,3,23,0,1,0
BRMP010024182020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-17,2020-10-15,28,28.0,3.367295829986474,district,9,17,3,1,0
BRMP010024232020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-18,2020-10-05,17,17.0,2.8903717578961645,district,9,18,4,1,0
BRMP010024192020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-17,2020-10-06,19,19.0,2.995732273553991,district,9,17,3,1,0
BRMP010024212020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-17,2020-10-21,34,34.0,3.5553480614894135,district,9,17,3,1,0
BRMP010024252020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-18,2021-01-15,119,119.0,4.787491742782046,district,9,18,4,1,0
BRMP010024202020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-17,2020-10-07,20,20.0,3.044522437723423,district,9,17,3,1,0
BRMP010024272020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-18,2021-01-15,119,119.0,4.787491742782046,district,9,18,4,1,0
BRMP010024262020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-18,2020-12-10,83,83.0,4.430816798843313,district,9,18,4,1,0
BRMP010010622020,D.J. Establishment,Bihar,BA,Bail Application,2020-03-23,2020-06-23,92,92.0,4.532599493153256,district,3,23,0,1,0
BRMP010024242020,D.J. Establishment,Bihar,BA,Bail Application,2020-09-18,2020-10-06,18,18.0,2.9444389791664403,district,9,18,4,1,0
BRAR010048302020,DJ DIVISION,Bihar,BA,Bail Application,2020-12-05,2020-12-21,16,16.0,2.833213344056216,district,12,5,5,1,0
BRSW010031122020,DJ Division,Bihar,BA,Bail Application,2020-07-02,2020-09-16,76,76.0,4.343805421853684,district,7,2,3,1,0
BRSW010031112020,DJ Division,Bihar,BA,Bail Application,2020-07-02,2020-09-18,78,78.0,4.3694478524670215,district,7,2,3,1,0
BRSW010031132020,DJ Division,Bihar,BA,Bail Application,2020-07-02,2020-07-04,2,2.0,1.0986122886681096,district,7,2,3,1,0
BRGO010004122020,DJ Division,Bihar,BA,Bail Application,2020-01-14,2020-02-05,22,22.0,3.1354942159291497,district,1,14,1,1,0
BRGO010004142020,DJ Division,Bihar,BA,Bail Application,2020-01-14,2020-02-05,22,22.0,3.1354942159291497,district,1,14,1,1,0
BRGO010006312020,DJ Division,Bihar,BA,Bail Application,2020-01-20,2020-01-28,8,8.0,2.1972245773362196,district,1,20,0,1,0
BRGO010004132020,DJ Division,Bihar,BA,Bail Application,2020-01-14,2020-01-27,13,13.0,2.639057329615259,district,1,14,1,1,0
BRGO010004162020,DJ Division,Bihar,BA,Bail Application,2020-01-14,2020-01-16,2,2.0,1.0986122886681096,district,1,14,1,1,0
BRSW010031102020,DJ Division,Bihar,BA,Bail Application,2020-07-02,2020-07-13,11,11.0,2.4849066497880004,district,7,2,3,1,0
BRKI010000552020,DJ DIVISION,Bihar,BA,Bail Application,2020-01-09,2020-02-12,34,34.0,3.5553480614894135,district,1,9,3,1,0
BRNL010002532020,D.J. Division Nalanda,Bihar,BA,Bail Application,2020-01-09,2020-01-21,12,12.0,2.5649493574615367,district,1,9,3,1,0
BRJA010001502020,DJ Division,Bihar,BA,Bail Application,2020-01-13,2020-01-31,18,18.0,2.9444389791664403,district,1,13,0,1,0
BRJA010001482020,DJ Division,Bihar,BA,Bail Application,2020-01-13,2020-02-27,45,45.0,3.828641396489095,district,1,13,0,1,0
BRSW010052862020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-05,24,24.0,3.2188758248682006,district,10,12,0,1,0
BRSW010052922020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-10-20,8,8.0,2.1972245773362196,district,10,12,0,1,0
BRSW010052932020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-02,21,21.0,3.091042453358316,district,10,12,0,1,0
BRSW010057992020,DJ Division,Bihar,BA,Bail Application,2020-11-09,2021-01-04,56,56.0,4.04305126783455,district,11,9,0,1,0
BRSW010052912020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-10-15,3,3.0,1.3862943611198906,district,10,12,0,1,0
BRSW010047042020,DJ Division,Bihar,BA,Bail Application,2020-09-18,2020-09-21,3,3.0,1.3862943611198906,district,9,18,4,1,0
BRSW010052872020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-10-19,7,7.0,2.0794415416798357,district,10,12,0,1,0
BRSW010052812020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-12-10,59,59.0,4.0943445622221,district,10,12,0,1,0
BRSW010052882020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-12,31,31.0,3.4657359027997265,district,10,12,0,1,0
BRSW010052832020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-27,46,46.0,3.8501476017100584,district,10,12,0,1,0
BRSW010047062020,DJ Division,Bihar,BA,Bail Application,2020-09-18,2021-06-16,271,271.0,5.605802066295998,district,9,18,4,1,0
BRSW010052822020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-12-10,59,59.0,4.0943445622221,district,10,12,0,1,0
BRSW010052802020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-28,47,47.0,3.8712010109078907,district,10,12,0,1,0
BRSW010052842020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-25,44,44.0,3.8066624897703196,district,10,12,0,1,0
BRSW010052902020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-04,23,23.0,3.1780538303479458,district,10,12,0,1,0
BRSW010052892020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2020-11-06,25,25.0,3.258096538021482,district,10,12,0,1,0
BRSW010047052020,DJ Division,Bihar,BA,Bail Application,2020-09-18,2021-01-18,122,122.0,4.812184355372417,district,9,18,4,1,0
BRSW010052852020,DJ Division,Bihar,BA,Bail Application,2020-10-12,2021-01-07,87,87.0,4.477336814478207,district,10,12,0,1,0
BRSW010058122020,DJ Division,Bihar,BA,Bail Application,2020-11-10,2020-11-26,16,16.0,2.833213344056216,district,11,10,1,1,0
BRSW010058132020,DJ Division,Bihar,BA,Bail Application,2020-11-10,2020-11-23,13,13.0,2.639057329615259,district,11,10,1,1,0
BRSW010058092020,DJ Division,Bihar,BA,Bail Application,2020-11-09,2021-01-05,57,57.0,4.060443010546419,district,11,9,0,1,0
BRST010059982020,Session Division,Bihar,BA,Bail Application,2020-11-11,2021-01-12,62,62.0,4.143134726391533,district,11,11,2,1,0
BRBJ010002212020,District and Sessions Judge Div.,Bihar,BA,Bail Application,2020-01-09,2020-01-17,8,8.0,2.1972245773362196,district,1,9,3,1,0
BRSP010016362020,"DJ Division, Sheikhpura",Bihar,BA,Bail Application,2020-10-31,2020-11-26,26,26.0,3.295836866004329,district,10,31,5,1,0
BRSP010016352020,"DJ Division, Sheikhpura",Bihar,BA,Bail Application,2020-10-31,2020-11-06,6,6.0,1.9459101490553132,district,10,31,5,1,0
BRDA010000202020,DJ Division,Bihar,BA,Bail Application,2020-01-02,2020-02-13,42,42.0,3.7612001156935624,district,1,2,3,1,0
BRDA010010492020,DJ Division,Bihar,BA,Bail Application,2020-02-10,2020-02-13,3,3.0,1.3862943611198906,district,2,10,0,1,0
BRST010046532020,Session Division,Bihar,BA,Bail Application,2020-09-14,2020-10-13,29,29.0,3.4011973816621555,district,9,14,0,1,0
BRAR010038392020,DJ DIVISION,Bihar,BA,Bail Application,2020-10-01,2020-11-25,55,55.0,4.02535169073515,district,10,1,3,1,0
BRST010046542020,Session Division,Bihar,BA,Bail Application,2020-09-14,2020-09-18,4,4.0,1.6094379124341003,district,9,14,0,1,0
BRST010004402020,Session Division,Bihar,BA,Bail Application,2020-01-17,2020-03-05,48,48.0,3.8918202981106265,district,1,17,4,1,0
BRST010004392020,Session Division,Bihar,BA,Bail Application,2020-01-17,2020-03-16,59,59.0,4.0943445622221,district,1,17,4,1,0
BRST010004412020,Session Division,Bihar,BA,Bail Application,2020-01-17,2020-03-12,55,55.0,4.02535169073515,district,1,17,4,1,0
BRST010023892020,Session Division,Bihar,BA,Bail Application,2020-05-13,2020-06-15,33,33.0,3.5263605246161616,district,5,13,2,1,0
BRST010023902020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-24,41,41.0,3.7376696182833684,district,5,14,3,1,0
BRST010023912020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-08,25,25.0,3.258096538021482,district,5,14,3,1,0
BRST010023932020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-25,42,42.0,3.7612001156935624,district,5,14,3,1,0
BRST010023962020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-24,41,41.0,3.7376696182833684,district,5,14,3,1,0
BRST010023972020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-12,29,29.0,3.4011973816621555,district,5,14,3,1,0
BRST010023982020,Session Division,Bihar,BA,Bail Application,2020-05-15,2020-05-29,14,14.0,2.70805020110221,district,5,15,4,1,0
BRST010023942020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-22,39,39.0,3.6888794541139363,district,5,14,3,1,0
BRST010023992020,Session Division,Bihar,BA,Bail Application,2020-05-15,2020-07-02,48,48.0,3.8918202981106265,district,5,15,4,1,0
BRST010023922020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-06-08,25,25.0,3.258096538021482,district,5,14,3,1,0
BRST010023952020,Session Division,Bihar,BA,Bail Application,2020-05-14,2020-08-17,95,95.0,4.564348191467836,district,5,14,3,1,0
BRST010024002020,Session Division,Bihar,BA,Bail Application,2020-05-15,2020-07-06,52,52.0,3.970291913552122,district,5,15,4,1,0
BRPU010004192020,"PDJ DIVISION, PURNEA",Bihar,BA,Bail Application,2020-01-20,2020-02-25,36,36.0,3.6109179126442243,district,1,20,0,1,0
KAHC010698792024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-11-30,2024-12-16,16,16.0,2.833213344056216,hc,11,30,5,0,0
KAHC010728542024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-12-12,2024-12-18,6,6.0,1.9459101490553132,hc,12,12,3,0,0
KAHC010728552024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-12-12,2024-12-20,8,8.0,2.1972245773362196,hc,12,12,3,0,0
KAHC010728612024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-12-12,2024-12-19,7,7.0,2.0794415416798357,hc,12,12,3,0,0
HCBM010424322018,"Bombay HC (Principal, Appellate)",Maharashtra,WP_C,Writ Petition (Civil),2018-09-14,2024-12-16,2285,2285.0,7.734558844354756,hc,9,14,4,1,1
KAHC010532512023,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2023-10-05,2024-01-09,96,96.0,4.574710978503383,hc,10,5,3,1,0
KAHC010353612020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-11-18,2024-11-06,1449,1449.0,7.27931883541462,hc,11,18,2,1,0
KAHC010353612020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-11-18,2024-11-06,1449,1449.0,7.27931883541462,hc,11,18,2,1,0
KAHC010044152022,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2022-01-25,2024-11-23,1033,1033.0,6.9411900550683745,hc,1,25,1,1,0
KAHC010052582024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-01-24,2024-02-21,28,28.0,3.367295829986474,hc,1,24,2,0,0
KAHC010057322021,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2021-02-05,2024-04-22,1172,1172.0,7.067319848653476,hc,2,5,4,1,0
KAHC010518582024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-09-03,2024-09-11,8,8.0,2.1972245773362196,hc,9,3,1,0,0
KAHC010709882024,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2024-12-05,2024-12-16,11,11.0,2.4849066497880004,hc,12,5,3,0,0
KAHC010686912023,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2023-12-20,2024-01-08,19,19.0,2.995732273553991,hc,12,20,2,1,0
KAHC010340392022,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2022-07-26,2024-09-04,771,771.0,6.648984550024776,hc,7,26,1,1,0
KAHC010347122023,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2023-07-07,2024-07-01,360,360.0,5.8888779583328805,hc,7,7,4,1,0
KAHC010347122020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-11-12,2024-07-23,1349,1349.0,7.2078598714324755,hc,11,12,3,1,0
KAHC010347122020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-11-12,2024-07-23,1349,1349.0,7.2078598714324755,hc,11,12,3,1,0
KAHC010369912022,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2022-08-12,2024-08-07,726,726.0,6.588926477533519,hc,8,12,4,1,0
