case_id,case_type,domain,sub_category,state,district,intensity_level,mediation_willingness,settlement_possibility,legal_complexity,time_to_resolve_days,financial_impact,number_of_parties,eligibility_score,mediation_eligible
CASE00849,Real Estate & RERA,Property Law,Lease-Residential,Karnataka,Bangalore,Low,1,10,3,261,4,3,57.2,Conditional
CASE00850,Property Disputes,Property Law,Land-Boundary,Maharashtra,Nagpur,High,1,7,4,107,2,3,25.2,No
CASE00851,Real Estate & RERA,Property Law,Housing-Society,Assam,Dibrugarh,Medium,1,1,3,48,4,6,39,No
CASE00852,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Kerala,Kollam,Medium,3,6,8,184,1,4,19.8,No
CASE00853,Bail Applications,Criminal Law,IPC-Murder,Punjab,Jalandhar,Low,8,4,3,144,10,3,67,Yes
CASE00854,Motor Accident Claims,Civil Law,Torts-Motor Accident,Uttar Pradesh,Varanasi,Medium,5,1,4,305,5,6,57.04,Conditional
CASE00855,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Karnataka,Mysore,Medium,8,5,6,249,6,6,63.44,Yes
CASE00856,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Assam,Silchar,Medium,8,10,7,282,1,4,28,No
CASE00857,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Karnataka,Belgaum,Medium,4,6,7,220,3,3,41.6,Conditional
CASE00858,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Assam,Nagaon,Low,2,10,9,35,7,3,12,No
CASE00859,Corporate & Commercial Law,Corporate Law,Contract-Breach,Madhya Pradesh,Sagar,Low,5,3,6,242,8,4,55,Conditional
CASE00860,Bail Applications,Criminal Law,IPC-Hurt,Tamil Nadu,Salem,Medium,5,8,5,388,4,2,45.32,Conditional
CASE00861,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 14,Bihar,Gaya,Low,9,5,9,234,1,3,32.56,No
CASE00862,Civil Suits,Civil Law,Property-Title,Karnataka,Hubli,High,6,4,6,164,6,3,46.8,Conditional
CASE00863,Consumer Protection,Consumer Law,Services-Travel,West Bengal,Durgapur,Low,1,10,5,167,4,3,59,Conditional
CASE00864,Motor Accident Claims,Civil Law,Torts-Motor Accident,Bihar,Patna,Low,2,3,8,315,2,4,53.68,Conditional
CASE00865,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Assam,Tinsukia,Low,10,4,4,174,3,6,50,Conditional
CASE00866,Corporate & Commercial Law,Corporate Law,Contract-Breach,West Bengal,Howrah,Medium,4,5,8,113,10,6,27,No
CASE00867,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,West Bengal,Durgapur,Medium,10,7,4,334,2,5,60,Yes
CASE00868,Immigration & Passport Matters,Administrative Law,Licensing,Gujarat,Bhavnagar,Medium,10,1,7,189,1,3,61,Yes
CASE00869,Consumer Protection,Consumer Law,Products-Electronic,Rajasthan,Jaipur,High,8,9,8,142,9,2,35.34,No
CASE00870,Writ Petitions,Constitutional Law,Writ-Prohibition,Madhya Pradesh,Jabalpur,High,9,8,6,200,7,5,12,No
CASE00871,Insurance Claims,Consumer Law,Torts-Motor Accident,Haryana,Gurugram,Low,2,6,8,240,2,4,46,Conditional
CASE00872,Consumer Protection,Consumer Law,Services-Health,Haryana,Hisar,Medium,7,7,9,318,6,6,50,Conditional
CASE00873,Property Disputes,Property Law,Housing-Society,Kerala,Thrissur,Low,1,3,9,177,10,6,52.8,Conditional
CASE00874,Motor Accident Claims,Civil Law,Torts-Motor Accident,Kerala,Kollam,High,6,2,5,225,4,5,47.3,Conditional
CASE00875,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Assam,Dibrugarh,Low,8,10,3,41,3,2,65,Yes
CASE00876,Family Disputes,Family Law,Domestic Violence-Physical,Rajasthan,Bikaner,Medium,9,5,7,301,6,2,77.19,Yes
CASE00877,Bail Applications,Criminal Law,IPC-Hurt,Gujarat,Vadodara,High,10,4,4,276,4,2,31,No
CASE00878,Consumer Protection,Consumer Law,Services-Travel,Maharashtra,Mumbai,Medium,5,5,7,281,9,4,57.75,Conditional
CASE00879,Bail Applications,Criminal Law,IPC-Hurt,Delhi,South Delhi,Low,5,1,9,141,4,2,46.44,Conditional
CASE00880,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Assam,Silchar,Medium,9,3,9,83,9,3,18,No
CASE00881,Intellectual Property,Civil Law,Patent,Karnataka,Hubli,Medium,2,7,6,35,1,5,55.12,Conditional
CASE00882,Writ Petitions,Constitutional Law,Writ-Quo Warranto,West Bengal,Hooghly,Medium,8,9,5,306,8,4,34,No
CASE00883,Criminal Appeals,Criminal Law,IPC-Murder,Maharashtra,Mumbai,High,5,6,9,95,1,5,9.45,No
CASE00884,Consumer Protection,Consumer Law,Products-Vehicles,Karnataka,Gulbarga,High,6,10,8,382,4,5,27.04,No
CASE00885,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Madhya Pradesh,Bhopal,Low,6,3,4,234,5,3,39,No
CASE00886,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,West Bengal,Kolkata,Low,7,4,5,247,6,6,71,Yes
CASE00887,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 19,Kerala,Thrissur,Low,6,1,9,241,2,6,22,No
CASE00888,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Gujarat,Bhavnagar,Low,7,2,9,265,4,6,47,Conditional
CASE00889,Labour & Employment Disputes,Labour Law,Wages-Overtime,Rajasthan,Ajmer,Medium,1,4,8,218,6,2,21.39,No
CASE00890,Intellectual Property,Civil Law,Trade Mark,Rajasthan,Ajmer,Low,9,8,5,272,10,6,87.42,Yes
CASE00891,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,Central Delhi,Medium,8,2,6,203,6,4,77.76,Yes
CASE00892,Writ Petitions,Constitutional Law,Writ-Mandamus,Haryana,Panipat,Medium,1,9,5,52,9,3,7,No
CASE00893,Environmental Law,Criminal Law,Environment-Pollution,Tamil Nadu,Coimbatore,Low,6,4,8,227,9,4,40.17,Conditional
CASE00894,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Rajasthan,Bikaner,High,7,4,5,360,10,6,25.11,No
CASE00895,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Maharashtra,Nashik,Low,9,6,3,102,8,6,82.95,Yes
CASE00896,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Delhi,North Delhi,Medium,9,8,5,272,4,2,70.2,Yes
CASE00897,Consumer Protection,Consumer Law,Products-Electronic,Rajasthan,Udaipur,Medium,8,4,9,61,7,3,46.5,Conditional
CASE00898,Property Disputes,Property Law,Land-Boundary,Uttar Pradesh,Varanasi,Medium,4,3,9,160,5,3,34.96,No
CASE00899,Family Disputes,Family Law,Child Custody-Physical,Madhya Pradesh,Gwalior,Medium,3,2,9,162,3,4,53,Conditional
CASE00900,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Assam,Dibrugarh,Medium,3,7,7,229,10,3,41,Conditional
CASE00901,Insurance Claims,Consumer Law,Services-Insurance,Gujarat,Rajkot,Low,4,10,7,173,8,2,71,Yes
CASE00902,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Punjab,Jalandhar,High,2,10,5,291,7,3,7,No
CASE00903,Property Disputes,Property Law,Land-Encroachment,Assam,Nagaon,Medium,10,6,9,42,9,3,60,Yes
CASE00904,Property Disputes,Property Law,Mortgage-Dispute,Madhya Pradesh,Ujjain,Low,5,1,8,346,8,3,59,Conditional
CASE00905,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Kerala,Kozhikode,Medium,9,9,5,166,8,3,55,Conditional
CASE00906,Environmental Law,Criminal Law,Environment-Pollution,Delhi,New Delhi,Medium,1,10,6,297,3,5,35.64,No
CASE00907,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Haryana,Ambala,Medium,10,9,8,237,4,6,43,Conditional
CASE00908,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Maharashtra,Aurangabad,Medium,3,6,7,351,7,4,13.65,No
CASE00909,Banking & Debt Recovery,Corporate Law,Insolvency,Bihar,Munger,Medium,9,9,4,74,4,3,53.68,Conditional
CASE00910,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 15,Bihar,Gaya,High,5,8,8,289,10,2,0,No
CASE00911,Labour & Employment Disputes,Labour Law,Harassment-Sexual,Gujarat,Bhavnagar,High,6,4,8,195,3,4,27,No
CASE00912,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Tamil Nadu,Vellore,High,6,7,6,373,5,2,8.24,No
CASE00913,Intellectual Property,Civil Law,Copyright,Kerala,Kollam,High,6,4,9,54,4,2,35.2,No
CASE00914,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Identity Theft,Haryana,Ambala,Medium,8,6,5,327,5,5,49,Conditional
CASE00915,Property Disputes,Property Law,Land-Boundary,Rajasthan,Jodhpur,Low,1,9,4,249,4,2,55.8,Conditional
CASE00916,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,New Delhi,Medium,7,3,7,214,5,5,79.92,Yes
CASE00917,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Tamil Nadu,Chennai,Medium,7,2,7,306,1,4,51.5,Conditional
CASE00918,Civil Suits,Civil Law,Torts-Motor Accident,Gujarat,Rajkot,High,10,6,3,267,5,2,56,Conditional
CASE00919,Environmental Law,Criminal Law,Environment-Pollution,West Bengal,Siliguri,Medium,8,2,6,266,7,2,54,Conditional
CASE00920,Bail Applications,Criminal Law,IPC-Murder,Tamil Nadu,Vellore,Low,3,2,3,144,2,5,53.56,Conditional
CASE00921,Arbitration & Mediation,Corporate Law,Arbitration-International,Bihar,Patna,Low,8,2,3,141,9,4,65.12,Yes
CASE00922,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Cyber Stalking,Gujarat,Rajkot,Medium,8,2,6,234,3,4,51,Conditional
CASE00923,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Rajasthan,Ajmer,High,5,6,7,270,8,6,19.53,No
CASE00924,Medical Negligence,Civil Law,Services-Health,Karnataka,Belgaum,Medium,9,7,3,110,4,6,79.04,Yes
CASE00925,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Delhi,East Delhi,Low,7,6,7,281,5,5,71.28,Yes
CASE00926,Motor Accident Claims,Civil Law,Torts-Motor Accident,Maharashtra,Solapur,Medium,5,10,6,352,8,3,68.25,Yes
CASE00927,Consumer Protection,Consumer Law,Services-Travel,Kerala,Thiruvananthapuram,Low,7,5,8,162,1,3,68.2,Yes
CASE00928,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Delhi,Central Delhi,Medium,8,8,7,181,2,5,56.16,Conditional
CASE00929,Banking & Debt Recovery,Corporate Law,Contract-Breach,Maharashtra,Aurangabad,Medium,1,8,7,50,3,2,30.45,No
CASE00930,Medical Negligence,Civil Law,Torts-Medical Negligence,Tamil Nadu,Vellore,Medium,3,6,5,367,9,6,65.92,Yes
CASE00931,Real Estate & RERA,Property Law,Lease-Commercial,Bihar,Gaya,Medium,6,1,9,145,9,4,39.6,No
CASE00932,Bail Applications,Criminal Law,IPC-Assault,Karnataka,Hubli,High,9,4,9,117,4,5,18.72,No
CASE00933,Motor Accident Claims,Civil Law,Torts-Motor Accident,Assam,Jorhat,Medium,3,7,8,121,3,4,43,Conditional
CASE00934,Insurance Claims,Consumer Law,Torts-Motor Accident,Assam,Silchar,Low,3,1,7,259,2,2,70,Yes
CASE00935,Banking & Debt Recovery,Corporate Law,Insolvency,Karnataka,Mysore,Low,10,1,3,115,8,4,82.16,Yes
CASE00936,Environmental Law,Criminal Law,Environment-Forest,Bihar,Darbhanga,Low,6,3,7,74,10,4,46.64,Conditional
CASE00937,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Haryana,Gurugram,Medium,5,5,7,57,6,6,49,Conditional
CASE00938,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Delhi,West Delhi,High,3,9,3,123,8,6,22.68,No
CASE00939,Family Disputes,Family Law,Inheritance-Intestate,Karnataka,Mysore,High,1,7,3,315,10,2,34.32,No
CASE00940,Motor Accident Claims,Civil Law,Torts-Motor Accident,Assam,Nagaon,High,1,8,4,157,3,6,38,No
CASE00941,Bail Applications,Criminal Law,IPC-Assault,Bihar,Darbhanga,Low,8,10,3,221,4,3,54.56,Conditional
CASE00942,Real Estate & RERA,Property Law,Housing-Society,Karnataka,Belgaum,Medium,10,1,4,114,7,4,72.8,Yes
CASE00943,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Madhya Pradesh,Sagar,Low,4,1,7,325,8,3,52,Conditional
CASE00944,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Rajasthan,Ajmer,High,8,6,4,209,1,6,28.83,No
CASE00945,Medical Negligence,Civil Law,Services-Health,Uttar Pradesh,Kanpur,Low,9,1,4,394,1,6,89.24,Yes
CASE00946,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,West Bengal,Howrah,Medium,3,1,8,96,3,6,25,No
CASE00947,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Bihar,Munger,Medium,3,9,9,209,2,5,21.12,No
CASE00948,Real Estate & RERA,Property Law,Building-Construction,Madhya Pradesh,Indore,High,9,8,6,252,4,4,48,Conditional
CASE00949,Consumer Protection,Consumer Law,Services-Health,Karnataka,Gulbarga,Medium,9,7,4,134,3,6,74.88,Yes
CASE00950,Labour & Employment Disputes,Labour Law,Industrial-Layoff,Punjab,Jalandhar,Low,10,4,3,290,9,3,80,Yes
CASE00951,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Maharashtra,Amravati,Low,2,2,9,78,7,4,14.7,No
CASE00952,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Maharashtra,Aurangabad,Low,7,4,3,221,1,4,71.4,Yes
CASE00953,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,New Delhi,Medium,1,4,6,378,8,3,62.64,Yes
CASE00954,Medical Negligence,Civil Law,Services-Health,Maharashtra,Solapur,Medium,8,4,4,264,3,6,82.95,Yes
CASE00955,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Bihar,Patna,Medium,4,1,4,301,3,3,41.36,Conditional
CASE00956,Labour & Employment Disputes,Labour Law,Industrial-Layoff,Madhya Pradesh,Indore,Medium,2,7,4,96,2,2,42,Conditional
CASE00957,Criminal Appeals,Criminal Law,IPC-Cheating,Maharashtra,Pune,Medium,1,10,5,389,3,2,32.55,No
CASE00958,Banking & Debt Recovery,Corporate Law,Contract-Breach,Rajasthan,Jodhpur,High,2,6,9,254,5,3,1.86,No
CASE00959,Civil Suits,Civil Law,Torts-Motor Accident,Assam,Guwahati,Medium,6,1,9,94,2,4,57,Conditional
CASE00960,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Haryana,Hisar,Medium,4,3,7,107,6,3,43,Conditional
CASE00961,Consumer Protection,Consumer Law,Services-Health,Gujarat,Ahmedabad,Medium,2,1,6,226,2,4,47,Conditional
CASE00962,Labour & Employment Disputes,Labour Law,Wages-Overtime,Rajasthan,Kota,High,9,7,4,248,5,2,41.85,Conditional
CASE00963,Corporate & Commercial Law,Corporate Law,Director-Conflict,Karnataka,Hubli,High,10,10,5,174,7,4,39.52,No
CASE00964,Consumer Protection,Consumer Law,Products-Vehicles,Rajasthan,Udaipur,Low,4,3,5,58,3,5,66.96,Yes
CASE00965,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Karnataka,Davangere,High,7,10,5,168,9,6,22.88,No
CASE00966,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Bihar,Darbhanga,Low,9,10,4,317,7,3,58.08,Conditional
CASE00967,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Madhya Pradesh,Gwalior,Low,2,7,3,118,2,3,41,Conditional
CASE00968,Intellectual Property,Civil Law,Design,Kerala,Alappuzha,Low,7,3,9,340,1,5,82.5,Yes
CASE00969,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Gujarat,Surat,Medium,10,4,5,196,6,5,58,Conditional
CASE00970,Property Disputes,Property Law,Land-Title,Gujarat,Rajkot,Medium,7,2,7,280,5,6,65,Yes
CASE00971,Environmental Law,Criminal Law,Environment-Forest,Bihar,Munger,High,5,4,6,187,9,3,13.2,No
CASE00972,Property Disputes,Property Law,Mortgage-Dispute,Karnataka,Gulbarga,High,1,5,9,388,8,4,3.12,No
CASE00973,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Haryana,Rohtak,High,10,2,5,54,8,3,50,Conditional
CASE00974,Immigration & Passport Matters,Administrative Law,Licensing,Uttar Pradesh,Varanasi,High,8,4,3,333,1,6,33.12,No
CASE00975,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Gujarat,Surat,Low,2,5,7,245,10,6,51,Conditional
CASE00976,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Madhya Pradesh,Gwalior,Medium,3,1,5,337,3,2,14,No
CASE00977,Intellectual Property,Civil Law,Geographical Indication,Uttar Pradesh,Lucknow,Medium,2,5,4,193,6,5,54.28,Conditional
CASE00978,Writ Petitions,Constitutional Law,Writ-Habeas Corpus,Tamil Nadu,Coimbatore,High,10,3,5,173,7,3,17.51,No
CASE00979,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Kerala,Kozhikode,Low,4,2,7,248,5,2,30.8,No
CASE00980,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Haryana,Ambala,Low,10,4,8,183,4,6,40,Conditional
CASE00981,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Maharashtra,Aurangabad,Medium,5,4,7,151,8,5,17.85,No
CASE00982,Medical Negligence,Civil Law,Torts-Medical Negligence,Rajasthan,Ajmer,Low,1,9,9,171,5,6,53.94,Conditional
CASE00983,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Kerala,Kozhikode,High,10,8,3,187,9,5,46.2,Conditional
CASE00984,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Haryana,Gurugram,Medium,3,4,7,64,6,5,46,Conditional
CASE00985,Immigration & Passport Matters,Administrative Law,Service-Transfer,Bihar,Darbhanga,Medium,9,9,5,83,8,2,56.32,Conditional
CASE00986,Medical Negligence,Civil Law,Torts-Medical Negligence,Maharashtra,Thane,Medium,3,10,9,179,6,6,44.1,Conditional
CASE00987,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Madhya Pradesh,Sagar,Low,9,2,9,360,2,5,56,Conditional
CASE00988,Banking & Debt Recovery,Corporate Law,Contract-Breach,Tamil Nadu,Salem,Low,8,10,6,159,10,2,73.13,Yes
CASE00989,Insurance Claims,Consumer Law,Torts-Motor Accident,Uttar Pradesh,Ghaziabad,High,2,10,7,334,5,6,28.52,No
CASE00990,Immigration & Passport Matters,Administrative Law,Service-Transfer,Rajasthan,Bikaner,Medium,6,6,7,382,3,5,49.29,Conditional
CASE00991,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Tamil Nadu,Tirunelveli,Medium,1,10,7,201,10,5,26.78,No
CASE00992,Arbitration & Mediation,Corporate Law,Arbitration-Challenge,Haryana,Hisar,Low,1,1,8,394,4,6,34,No
CASE00993,Criminal Appeals,Criminal Law,IPC-Murder,Assam,Guwahati,Low,5,2,6,308,5,5,52,Conditional
CASE00994,Real Estate & RERA,Property Law,Building-Construction,Kerala,Alappuzha,Medium,1,7,6,97,7,6,51.7,Conditional
CASE00995,Real Estate & RERA,Property Law,Housing-Society,Bihar,Muzaffarpur,Medium,7,10,5,176,6,2,49.28,Conditional
CASE00996,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Maharashtra,Thane,Medium,2,9,9,344,9,3,0,No
CASE00997,Banking & Debt Recovery,Corporate Law,Contract-Breach,Gujarat,Jamnagar,Medium,2,8,5,287,3,3,40,Conditional
CASE00998,Family Disputes,Family Law,Divorce-Contested,Punjab,Jalandhar,Low,4,9,3,263,6,4,77,Yes
CASE00999,Bail Applications,Criminal Law,IPC-Assault,Delhi,North Delhi,Low,2,10,6,332,1,3,48.6,Conditional
CASE01000,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Punjab,Patiala,Low,10,10,6,391,6,3,78,Yes
CASE01001,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Karnataka,Hubli,Medium,6,2,3,227,3,5,45.76,Conditional
CASE01002,Consumer Protection,Consumer Law,Services-Travel,Haryana,Hisar,Low,3,5,8,226,7,2,56,Conditional
CASE01003,Intellectual Property,Civil Law,Patent,Madhya Pradesh,Indore,Low,4,4,6,347,7,3,80,Yes
CASE01004,Labour & Employment Disputes,Labour Law,Industrial-Layoff,Tamil Nadu,Madurai,Medium,9,7,3,302,3,4,67.98,Yes
CASE01005,Human Rights & PIL,Constitutional Law,PIL-Public Interest,Punjab,Patiala,High,9,8,6,244,5,5,14,No
CASE01006,Consumer Protection,Consumer Law,Products-Vehicles,Rajasthan,Kota,Low,5,3,7,254,6,6,70.68,Yes
CASE01007,Company / Insolvency (NCLT-NCLAT),Corporate Law,Oppression-Mismanagement,Tamil Nadu,Vellore,High,9,1,5,310,1,6,43.26,Conditional
CASE01008,Labour & Employment Disputes,Labour Law,Wages-Minimum,Punjab,Patiala,High,7,4,9,319,6,2,22,No
CASE01009,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Kerala,Thiruvananthapuram,Medium,8,5,5,140,4,2,58.3,Conditional
CASE01010,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Gujarat,Ahmedabad,High,8,6,9,384,8,3,0,No
CASE01011,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Gujarat,Bhavnagar,Low,8,9,3,290,10,5,39,No
CASE01012,Consumer Protection,Consumer Law,Services-Health,Rajasthan,Jaipur,Medium,8,6,9,224,5,4,47.43,Conditional
CASE01013,Criminal Appeals,Criminal Law,IPC-Hurt,Maharashtra,Amravati,Medium,8,9,4,110,2,5,52.5,Conditional
CASE01014,Motor Accident Claims,Civil Law,Torts-Motor Accident,Bihar,Gaya,High,1,6,6,212,10,4,30.8,No
CASE01015,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Bihar,Muzaffarpur,High,7,1,9,379,10,3,13.2,No
CASE01016,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Madhya Pradesh,Ujjain,Medium,7,2,7,349,8,5,52,Conditional
CASE01017,Criminal Appeals,Criminal Law,IPC-Cheating,Uttar Pradesh,Agra,High,10,4,4,82,8,3,29.44,No
CASE01018,Immigration & Passport Matters,Administrative Law,Service-Transfer,Assam,Guwahati,High,8,8,7,277,4,3,37,No
CASE01019,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Maharashtra,Amravati,Medium,7,2,5,143,3,4,46.2,Conditional
CASE01020,Banking & Debt Recovery,Corporate Law,Insolvency,Assam,Dibrugarh,Medium,3,1,5,188,3,5,36,No
CASE01021,Immigration & Passport Matters,Administrative Law,Service-Transfer,Gujarat,Ahmedabad,Low,4,3,4,151,3,3,58,Conditional
CASE01022,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Delhi,South Delhi,Low,10,9,5,54,2,3,86.4,Yes
CASE01023,Criminal Appeals,Criminal Law,IPC-Murder,Madhya Pradesh,Sagar,Medium,4,8,4,366,4,6,42,Conditional
CASE01024,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Punjab,Patiala,High,6,4,3,219,5,6,26,No
CASE01025,Motor Accident Claims,Civil Law,Torts-Motor Accident,Assam,Jorhat,Low,5,2,5,373,4,4,85,Yes
CASE01026,Civil Suits,Civil Law,Torts-Motor Accident,West Bengal,Hooghly,Medium,8,5,6,174,6,6,79,Yes
CASE01027,Consumer Protection,Consumer Law,Practices-E-commerce,Haryana,Gurugram,Medium,4,8,9,192,2,6,42,Conditional
CASE01028,Banking & Debt Recovery,Corporate Law,Corporate-Fraud,Delhi,North Delhi,Medium,9,4,8,171,9,5,45.36,Conditional
CASE01029,Medical Negligence,Civil Law,Services-Health,Assam,Silchar,Medium,1,3,7,87,7,3,49,Conditional
CASE01030,Criminal Appeals,Criminal Law,IPC-Murder,West Bengal,Howrah,Medium,3,3,6,243,4,3,36,No
CASE01031,Real Estate & RERA,Property Law,Housing-Society,Delhi,Central Delhi,Medium,4,10,5,211,1,2,57.24,Conditional
CASE01032,Bail Applications,Criminal Law,IPC-Assault,Gujarat,Ahmedabad,High,7,2,3,352,2,2,31,No
CASE01033,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Punjab,Ludhiana,Medium,9,1,3,59,4,2,32,No
CASE01034,Environmental Law,Criminal Law,Environment-Pollution,Assam,Jorhat,Medium,4,5,9,221,10,4,23,No
CASE01035,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Delhi,North Delhi,Medium,5,2,3,252,6,2,51.84,Conditional
CASE01036,Intellectual Property,Civil Law,Geographical Indication,West Bengal,Durgapur,Medium,3,3,5,292,3,5,57,Conditional
CASE01037,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Delhi,Central Delhi,Medium,7,4,3,336,3,2,59.4,Conditional
CASE01038,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Gujarat,Ahmedabad,Low,10,7,7,95,4,6,79,Yes
CASE01039,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Gujarat,Jamnagar,Low,5,6,7,277,5,2,63,Yes
